CO_PROCEDIMENTO,NO_PROCEDIMENTO
406050074,ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE FIBRILAÇÃO ATRIAL)
406050082,ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE TAQUICARDIA ATRIAL CICATRICIAL)
406050090,ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE TAQUICARDIA ATRIAL CICATRICIAL)
406050104,ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE TAQUICARDIA ATRIAL ESQUERDA)
406050112,ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE TAQUICARDIA VENTRICULAR IDIOPÁTICA DO SEIO DE VALSALVA ESQUERDO)
406050120,ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE TAQUICARDIA VENTRICULAR SUSTENTADA COM CARDIOPATIA ESTRUTURAL)
406050139,ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE VIAS ANÔMALAS ESQUERDAS)
407010017,DEGASTROGASTRECTOMIA COM OU SEM VAGOTOMIA
407010025,DILATAÇÃO ESOFÁGICA / PILÓRICA
407010033,ESOFAGECTOMIA DISTAL COM TORACOTOMIA
407010041,ESOFAGECTOMIA DISTAL SEM TORACOTOMIA
407010050,ESOFAGECTOMIA VIDEOLAPAROSCÓPICA
407010068,ESÔFAGO-COLONPLASTIA
407010076,ESOFAGOGASTRECTOMIA
407010084,ESOFAGOPLASTIA / GASTROPLASTIA
407010092,ESOFAGORRAFIA CERVICAL
407010106,ESOFAGORRAFIA TORÁCICA
407010114,ESOFAGOSTOMIA
407010122,GASTRECTOMIA COM OU SEM DESVIO DUODENAL
407010130,GASTRECTOMIA PARCIAL COM OU SEM VAGOTOMIA
407010149,GASTRECTOMIA TOTAL
407010157,GASTRECTOMIA VIDEOLAPAROSCÓPICA
407010165,GASTROENTEROANASTOMOSE
407010173,GASTROPLASTIA COM DERIVAÇÃO INTESTINAL
407010181,GASTROPLASTIA VERTICAL COM BANDA
407010190,GASTRORRAFIA
407010203,GASTRORRAFIA VIDEOLAPAROSCÓPICA
407010211,GASTROSTOMIA
407010220,GASTROSTOMIA VIDEOLAPAROSCÓPICA
407010238,PILOROPLASTIA
407010246,RETIRADA DE CORPO ESTRANHO DO TUBO DIGESTIVO POR ENDOSCOPIA
407010254,RETIRADA DE PÓLIPO DO TUBO DIGESTIVO POR ENDOSCOPIA
407010262,TAMPONAMENTO DE LESÕES HEMORRÁGICAS DO APARELHO DIGESTIVO
407010270,TRATAMENTO CIRÚRGICO DE ACALASIA (CARDIOMIOPLASTIA)
407010289,TRATAMENTO CIRÚRGICO DE DIVERTÍCULO DO TUBO DIGESTIVO
407010297,TRATAMENTO CIRÚRGICO DE REFLUXO GASTROESOFÁGICO
407010300,TRATAMENTO CIRÚRGICO DE VARIZES ESOFÁGICAS
407010319,TRATAMENTO ESCLEROSANTE / LIGADURA ELÁSTICA DE LESÂO HEMORRÁGICA DO APARELHO DIGESTIVO
407010327,TRATAMENTO ESCLEROSANTE DE LESÕES NÃO HEMORRÁGICAS DO APARELHO DIGESTIVO INCLUINDO LIGADURA ELÁSTICA
407010335,TRATAMETO CIRÚRGICO DE MEGAESÔFAGO SEM RESSECÇÃO/ CONSERVADOR
407010343,VAGOTOMIA COM OPERAÇÃO DE DRENAGEM
407010351,VAGOTOMIA SUPERSELETIVA / GÁSTRICA PROXIMAL
407010360,GASTRECTOMIA VERTICAL EM MANGA (SLEEVE)
407010378,TRATAMENTO DE INTERCORRENCIAS CIRURGICA POS- CIRURGIA BARIÁTRICA
407010386,CIRURGIA BARIÁTRICA POR VIDEOLAPAROSCOPIA
407020012,AMPUTAÇÃO COMPLETA ABDOMINO-PERINEAL DO RETO
407020020,AMPUTAÇÃO POR PROCIDÊNCIA DE RETO
407020039,APENDICECTOMIA
407020047,APENDICECTOMIA VIDEOLAPAROSCÓPICA
407020055,CERCLAGEM DE ÂNUS
407020063,COLECTOMIA PARCIAL (HEMICOLECTOMIA)
407020071,COLECTOMIA TOTAL
407020080,COLECTOMIA VIDEOLAPAROSCÓPICA
407020098,COLORRAFIA POR VIA ABDOMINAL
407020101,COLOSTOMIA
407020110,CRIPTECTOMIA ÚNICA / MÚLTIPLA
407020128,DILATAÇÃO DIGITAL / INSTRUMENTAL DO ÂNUS E/OU RETO
407020136,DRENAGEM DE ABSCESSO ANU-RETAL
407020144,DRENAGEM DE ABSCESSO ISQUIORRETAL
407020152,DRENAGEM DE HEMATOMA / ABSCESSO RETRO-RETAL
407020160,ELETROCAUTERIZACAO DE LESAO TRANSPARIETAL DE ANUS
407020179,ENTERECTOMIA
407020187,ENTEROANASTOMOSE (QUALQUER SEGMENTO)
407020195,ENTEROPEXIA (QUALQUER SEGMENTO)
407020209,ENTEROTOMIA E/OU ENTERORRAFIA C/ SUTURA / RESSECÇÃO (QUALQUER SEGMENTO)
407020217,ESFINCTEROTOMIA INTERNA E TRATAMENTO DE FISSURA ANAL
407020225,EXCISÃO DE LESÃO / TUMOR ANU-RETAL
407020233,EXCISÃO DE LESÃO INTESTINAL / MESENTÉRICA LOCALIZADA
407020241,FECHAMENTO DE ENTEROSTOMIA (QUALQUER SEGMENTO)
407020250,FECHAMENTO DE FÍSTULA DE COLON
407020268,FECHAMENTO DE FÍSTULA DE RETO
407020276,FISTULECTOMIA / FISTULOTOMIA ANAL
407020284,HEMORROIDECTOMIA
407020292,HERNIORRAFIA COM RESSECÇÃO INTESTINAL (HERNIA ESTRANGULADA)
407020306,JEJUNOSTOMIA / ILEOSTOMIA
407020314,LIGADURA ELÁSTICA DE HEMORROIDAS (SESSÃO)
407020322,PLÁSTICA ANAL EXTERNA / ESFINCTEROPLASTIA ANAL
407020330,PROCTOCOLECTOMIA TOTAL COM RESERVATÒRIO ILEAL
407020349,PROCTOPEXIA ABDOMINAL POR PROCIDÊNCIA DO RETO
407020357,PROCTOPLASTIA E PROCTORRAFIA POR VIA PERINEAL
407020365,REDUÇÃO CIRÚRGICA DE VOLVO POR LAPAROTOMIA
407020373,REDUÇÃO MANUAL DE PROCIDÊNCIA DE RETO
407020381,REMOÇÃO CIRÚRGICA DE FECALOMA
407020390,RETIRADA DE CORPO ESTRANHO / PÓLIPOS DO RETO / COLO SIGMÓIDE
407020403,RETOSSIGMOIDECTOMIA ABDOMINAL
407020411,RETOSSIGMOIDECTOMIA ABDOMINO-PERINEAL
407020420,TRATAMENTO CIRÚRGICO DE ANOMALIAS CONGENITAS DO ANUS E RETO
407020438,TRATAMENTO CIRÚRGICO DE AUSENCIA DO RETO (ABDOMINO-PERINEAL)
407020446,TRATAMENTO CIRÚRGICO DE ILEO MECONIAL
407020454,TRATAMENTO CIRURGICO DE IMPERFURACAO MEMBRANOSA DO ANUS
407020462,TRATAMENTO CIRÚRGICO DE MA ROTAÇÃO INTESTINAL
407020470,TRATAMENTO CIRÚRGICO DE PROLAPSO ANAL
407020489,TRATAMENTO CIRÚRGICO DE PRURIDO ANAL
407020497,TRATAMENTO ESCLEROSANTE DE HEMORROIDAS (POR SESSÃO)
407030018,ANASTOMOSE BILEO-DIGESTIVA
407030026,COLECISTECTOMIA
407030034,COLECISTECTOMIA VIDEOLAPAROSCÓPICA
407030042,COLECISTOSTOMIA
407030050,COLEDOCOPLASTIA
407030069,COLEDOCOTOMIA COM OU SEM COLECISTECTOMIA
407030077,COLEDOCOTOMIA VIDEOLAPAROSCÓPICA
407030085,COLOCAÇÃO DE PRÓTESE BILIAR
407030093,DILATAÇÃO PERCUTÂNEA DE ESTENOSES E ANASTOMOSES BILIARES
407030107,DRENAGEM BILIAR PERCUTÂNEA EXTERNA
407030115,DRENAGEM BILIAR PERCUTÂNEA INTERNA
407030123,ESPLENECTOMIA
407030131,HEPATECTOMIA PARCIAL
407030140,HEPATORRAFIA
407030158,HEPATORRAFIA COMPLEXA COM LESÃO DE ESTRUTURAS VASCULARES BILIARES
407030166,HEPATOTOMIA E DRENAGEM DE ABSCESSO / CISTO
407030174,MARSUPIALIZAÇÃO DE ABSCESSO / CISTO
407030182,PANCREATECTOMIA PARCIAL
407030190,PANCREATECTOMIA VIDEOLAPAROSCOPICA
407030204,PANCREATO-DUODENECTOMIA
407030212,PANCREATO-ENTEROSTOMIA
407030220,PANCREATOTOMIA PARA DRENAGEM
407030239,RETIRADA PERCUTÂNEA DE CÁLCULOS BILIARES
407030247,TRATAMENTO CIRÚRGICO DE CISTOS PANCREÁTICOS
407030255,COLANGIOPANCREATOGRAFIA RETRÓGRADA ENDOSCÓPICA TERAPÊUTICA
407040013,DRENAGEM DE ABSCESSO PÉLVICO
407040021,DRENAGEM DE ABSCESSO SUBFRÊNICO
407040030,DRENAGEM DE HEMATOMA / ABSCESSO PRE-PERITONEAL
407040048,HERNIOPLASTIA DIAFRAGMÁTICA (VIA ABDOMINAL)
407040056,HERNIOPLASTIA DIAFRAGMÁTICA (VIA TORÁCICA)
407040064,HERNIOPLASTIA EPIGASTRICA
407040072,HERNIOPLASTIA EPIGASTRICA VIDEOLAPAROSCOPICA
407040080,HERNIOPLASTIA INCISIONAL
407040099,HERNIOPLASTIA INGUINAL (BILATERAL)
407040102,HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL)
407040110,HERNIOPLASTIA RECIDIVANTE
407040129,HERNIOPLASTIA UMBILICAL
407040137,HERNIORRAFIA INGUINAL VIDEOLAPAROSCÓPICA
407040145,HERNIORRAFIA SEM RESSECÇÃO INTESTINAL (HÉRNIA ESTRANGULADA )
407040153,HERNIORRAFIA UMBILICAL VIDEOLAPAROSCÓPICA
407040161,LAPAROTOMIA EXPLORADORA
407040170,LAPAROTOMIA VIDEOLAPAROSCÓPICA PARA DRENAGEM E/OU BIÓPSIA
407040188,LIBERAÇÃO DE ADERÊNCIAS INTESTINAIS
407040196,PARACENTESE ABDOMINAL
407040200,PERITONIOSTOMIA COM TELA INORGÂNICA
407040218,PNEUMOPERITONIO (POR SESSAO)
407040226,REPARACAO DE OUTRAS HERNIAS
407040234,RESSECÇÃO DO EPIPLOM
407040242,RESSUTURA DE PAREDE ABDOMINAL (POR DEISCENCIA TOTAL / EVISCERAÇÃO)
407040250,TRATAMENTO CIRÚRGICO DE PERITONITE
407040269,VAGOTOMIA VIDEOLAPAROSCÓPICA
408010010,ARTRODESE DE GRANDES ARTICULAÇÕES ESCAPULO-TORÁCICAS
408010029,ARTRODESE DE GRANDES ARTICULAÇÕES ESCAPULO-UMERAIS
408010037,ARTROPLASTIA ESCAPULO-UMERAL (NÃO CONVENCIONAL)
408010045,ARTROPLASTIA ESCAPULO-UMERAL PARCIAL
408010053,ARTROPLASTIA ESCAPULO-UMERAL TOTAL
408010061,ARTROPLASTIA ESCAPULO-UMERAL TOTAL - REVISÃO / RECONSTRUÇÃO
408010070,DESARTICULAÇÃO DA ARTICULAÇÃO ESCAPULO-UMERAL
408010088,DESARTICULAÇÃO INTERESCAPULO-TORÁCICA
408010096,ESCAPULOPEXIA COM OU SEM OSTEOTOMIA DA ESCAPULA / RESSECÇÃO BARRA OMO-CERVICAL
408010100,OSTECTOMIA DA CLAVÍCULA OU DA ESCÁPULA
408010118,OSTEOTOMIA DA CLAVÍCULA OU DA ESCÁPULA
408010126,REDUCAO INCRUENTA DE FRATURA E FRATURA-LUXACAO AO NIVEL DA CINTURA ESCAPULAR
408010134,REDUCAO INCRUENTA DE LUXAÇÃO OU FRATURA / LUXAÇÃO ESCÁPULO-UMERAL
408010142,REPARO DE ROTURA DO MANGUITO ROTADOR (INCLUI PROCEDIMENTOS DESCOMPRESSIVOS)
408010150,TRATAMENTO CIRÚRGICO DE FRATURA DA CLAVÍCULA
408010169,TRATAMENTO CIRURGICO DE FRATURA DO COLO E CAVIDADE GLENOIDE DE ESCAPULA
408010177,TRATAMENTO CIRURGICO DE FRATURA DO CORPO DE ESCAPULA
408010185,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ACROMIO-CLAVICULAR
408010193,TRATAMENTO CIRÙRGICO DE LUXAÇÁO / FRATURA-LUXAÇÃO ESCÁPULO-UMERAL AGUDA
408010207,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO ESTERNO-CLAVICULAR
408010215,TRATAMENTO CIRÚRGICO DE LUXAÇÃO RECIDIVANTE / HABITUAL DE ARTICULAÇÃO ESCAPULO-UMERAL
408010223,TRATAMENTO CIRÚRGICO DE RETARDO DE CONSOLIDAÇÃO DA PSEUDARTROSE DE CLAVICULA / ESCAPULA
408010231,TRATAMENTO CIRÚRGICO DA SÍNDROME DO IMPACTO SUB-ACROMIAL
408020016,AMPUTAÇÃO / DESARTICULAÇÃO DE MÃO E PUNHO
408020024,AMPUTAÇÃO / DESARTICULAÇÃO DE MEMBROS SUPERIORES
408020032,ARTRODESE DE MÉDIAS / GRANDES ARTICULAÇÕES DE MEMBRO SUPERIOR
408020040,ARTROPLASTIA DE ARTICULAÇÃO DA MÃO
408020059,ARTROPLASTIA DE CABEÇA DO RÁDIO
408020067,ARTROPLASTIA DE PUNHO
408020075,ARTROPLASTIA TOTAL DE COTOVELO
408020083,ARTROPLASTIA TOTAL DE COTOVELO (REVISAO / RECONSTRUCAO)
408020091,RESSECÇÃO DO OLECRANO E/OU CABEÇA DO RÁDIO
408020105,FASCIOTOMIA DE MEMBROS SUPERIORES
408020113,INSTALACAO DE TRAÇÃO ESQUELÉTICA DO MEMBRO SUPERIOR
408020121,REALINHAMENTO DE MECANISMO EXTENSOR DOS DEDOS DA MÃO
408020130,RECONSTRUÇÃO CAPSULO-LIGAMENTAR DE COTOVELO PUNHO
408020148,RECONSTRUÇÃO DE POLIA TENDINOSA DOS DEDOS DA MÃO
408020156,REDUÇÃO INCRUENTA DE FRATURA / LESÃO FISARIA DE COTOVELO
408020164,REDUÇAO INCRUENTA DE FRATURA / LESÃO FISARIA DO EXTREMO PROXIMAL DO ÚMERO
408020172,REDUÇÃO INCRUENTA DE FRATURA / LESÃO FISARIA NO PUNHO
408020180,REDUÇÃO INCRUENTA DE FRATURA / LUXAÇÃO DE MONTEGGIA OU DE GALEAZZI
408020199,REDUÇÃO INCRUENTA DE FRATURA DA DIÁFISE DO ÚMERO
408020202,REDUÇÃO INCRUENTA DE FRATURA DIAFISARIA DOS OSSOS DO ANTEBRAÇO
408020210,REDUÇÃO INCRUENTA DE FRATURA DOS METACARPIANOS
408020229,REDUÇÃO INCRUENTA DE LUXAÇÃO / FRATURA-LUXAÇÃO DO COTOVELO
408020245,REDUÇÃO INCRUENTA DE LUXAÇÃO OU FRATURA / LUXACAO NO PUNHO
408020253,REIMPLANTE DO OMBRO ATÉ O TERÇO MÉDIO DO ANTEBRAÇO
408020261,REIMPLANTE DO TERÇO DISTAL DO ANTEBRAÇO ATÉ OS METACARPIANOS
408020270,REIMPLANTE OU REVASCULARIZAÇÃO AO NÍVEL DA MÃO E OUTROS DEDOS (EXCETO POLEGAR)
408020288,REIMPLANTE OU REVASCULARIZAÇÃO DO POLEGAR
408020296,REVISÃO CIRÚGICA DE COTO DE AMPUTAÇÃO DO MEMBRO SUPERIOR (EXCETO MÃO)
408020300,TENOSINOVECTOMIA EM MEMBRO SUPERIOR
408020318,TRANSPOSIÇÃO DA ULNA PARA O RÁDIO
408020326,TRATAMENTO CIRÚRGICO DE DEDO EM GATILHO
408020334,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DA EXTREMIDADE PROXIMAL DO UMERO
408020342,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DAS FALANGES DA MÃO (COM FIXAÇÃO)
408020350,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DE EPI~CÔNDILO / EPITROCLEA DO ÚMERO
408020369,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DO CÔNDILO / TRÓCLEA/APOFISE CORONÓIDE DO ULNA / CABEÇA DO RÁDIO
408020377,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DOS METACARPIANOS
408020385,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA SUPRACONDILIANA DO ÚMERO
408020393,TRATAMENTO CIRÚGICO DE FRATURA DA DIÁFISE DO ÚMERO
408020407,TRATAMENTO CIRÚRGICO DE FRATURA DA EXTREMIDADE / METÁFISE DISTAL DOS OSSOS DO ANTEBRAÇO
408020415,TRATAMENTO CIRÚRGICO DE FRATURA DE EXTREMIDADES / METÁFISE PROXIMAL DOS OSSOS DO ANTEBRAÇO
408020423,TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA DE AMBOS OS OSSOS DO ANTEBRAÇO (C/ SINTESE)
408020431,TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA ÚNICA DO RÁDIO / DA ULNA
408020440,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISARIA DOS OSSOS DO ANTEBRAÇO
408020458,TRATAMENTO CIRÚRGICO DE FRATURA-LUXAÇÃO DE GALEAZZI / MONTEGGIA / ESSEX-LOPRESTI
408020466,TRATAMENTO CIRÚRGICO DE FRATURAS DOS OSSOS DO CARPO
408020474,TRATAMENTO CIRÚRGICO DE GIGANTISMO DA MÃO
408020482,TRATAMENTO CIRÚRGICO DE LESÃO AGUDA CAPSULO-LIGAMENTAR DO MEMBRO SUPERIOR: COTOVELO / PUNHO
408020490,TRATAMENTO CIRÚRGICO DE LESÃO DA MUSCULATURA INTRÍNSECA DA MÃO
408020504,TRATAMENTO CIRÚRGICO DE LESÃO EVOLUTIVA FISARIA NO MEMBRO SUPERIOR
408020512,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO CARPO-METACARPIANA
408020520,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXACAO DOS OSSOS DO CARPO
408020539,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METACARPO-FALANGIANA
408020547,TRATAMENTO CIRÚRGICO DE LUXAÇÃO OU FRATURA-LUXAÇÃO DO COTOVELO
408020555,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA MÃO
408020563,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO ANTEBRAÇO
408020571,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO ÚMERO
408020580,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE AO NÍVEL DO COTOVELO
408020598,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE NA REGIÃO METAFISE-EPIFISÁRIA DISTAL DO RÁDIO E ULNA
408020601,TRATAMENTO CIRÚRGICO DE PSEUDO-RETARDO / CONSOLIDAÇÃO / PERDA ÓSSEA AO ÍIVEL DO CARPO
408020610,TRATAMENTO CIRÚRGICO DE ROTURA / DESINSERÇÃO / ARRANCAMENTO CAPSULO-TENO-LIGAMENTAR NA MÃO
408020628,TRATAMENTO CIRÚRGICO DE SINDACTILIA DA MÃO (POR ESPACO INTERDIGITAL)
408020636,TRATAMENTO CIRÚRGICO DE SINOSTOSE RÁDIO ULNAR
408020644,TRATAMENTO CIRÚRGICO P/ CENTRALIZAÇÃO DO PUNHO
408030011,ARTRODESE CERVICAL / CERVICO TORÁCICA POSTERIOR CINCO NIVEIS
408030020,ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR UM NÍVEL
408030038,ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR DOIS NÍVEIS
408030046,ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR SEIS NÍVEIS
408030054,ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR TRES NÍVEIS
408030062,ARTRODESE CERVICAL ANTERIOR TRÊS NIVEIS
408030070,ARTRODESE CERVICAL ANTERIOR DOIS NÍVEIS
408030089,ARTRODESE CERVICAL ANTERIOR C1-C2 VIA TRANS-ORAL / EXTRA-ORAL
408030097,ARTRODESE CERVICAL ANTERIOR CINCO NÍVEIS
408030100,ARTRODESE CERVICAL ANTERIOR QUATRO NÍVEIS
408030119,ARTRODESE CERVICAL ANTERIOR UM NÍVEL
408030127,ARTRODESE CERVICAL POSTERIOR C1-C2
408030135,ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL UM NÍVEL
408030143,ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL DOIS NÍVEIS
408030151,ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL QUATRO NÍVEIS
408030160,ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL TRES NÍVEIS
408030178,ARTRODESE OCCIPTO-CERVICAL (C2) POSTERIOR
408030186,ARTRODESE OCCIPTO-CERVICAL (C3)POSTERIOR
408030194,ARTRODESE OCCIPTO-CERVICAL (C4)POSTERIOR
408030208,ARTRODESE OCCIPTO-CERVICAL (C5) POSTERIOR
408030216,ARTRODESE OCCIPTO-CERVICAL (C6)POSTERIOR
408030224,ARTRODESE OCCIPTO-CERVICAL (C7) POSTERIOR
408030232,ARTRODESE TORACO-LOMBO-SACRA ANTERIOR UM NÍVEL
408030240,ARTRODESE TORACO-LOMBO-SACRA ANTERIOR DOIS NIVEIS
408030259,"ARTRODESE TORACO-LOMBO-SACRA ANTERIOR, TRES NIVEIS,"
408030267,ARTRODESE TORACO-LOMBO-SACRA POSTERIOR UM NÍVEL
408030275,ARTRODESE TORACO-LOMBO-SACRA POSTERIOR TRÊS NIVEIS
408030283,ARTRODESE TORACO-LOMBO-SACRA POSTERIOR CINCO NÍVEIS
408030291,"ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, DOIS NÍVEIS,"
408030305,"ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, QUATRO NÍVEIS,"
408030313,"ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SEIS NÍVEIS,"
408030321,"ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SETE NIVEIS,"
408030330,COSTO-TRANSVERSECTOMIA
408030348,COSTOPLASTIA (3 OU MAIS COSTELAS)
408030356,DESCOMPRESSÃO DA JUNÇÃO CRANIO-CERVICAL VIA TRANSORAL / RETROFARINGEA
408030364,DESCOMPRESSÃO OSSEA NA JUNÇÃO CRANIO-CERVICAL VIA POSTERIOR
408030372,DESCOMPRESSÃO OSSEA NA JUNÇÃO CRANIO-CERVICAL VIA POSTERIOR C/ DUROPLASTIA
408030380,DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (1 NÍVEL C/ MICROSCÓPIO)
408030399,DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (UM NÍVEL)
408030402,DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS NÍVEIS)
408030410,DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS OU MAIS NÍVEIS C/ MICROSCÓPIO)
408030429,DISCECTOMIA CERVICAL ANTERIOR (ATÉ 2 NÍVEIS C/ MICROSCÓPIO)
408030437,DISCECTOMIA CERVICAL POR VIA ANTERIOR (1 NÍVEL)
408030445,DISCECTOMIA CERVICAL POR VIA ANTERIOR (2 OU MAIS NÍVEIS)
408030453,DISCECTOMIA TORACO-LOMBO-SACRA POR VIA ANTERIOR (C/ 2 OU MAIS NÍVEIS)
408030461,DISCECTOMIA TORACO-LOMBO-SACRA POR VIA ANTERIOR (1 NÍVEL)
408030470,DRENAGEM CIRÚRGICA DO ILIOPSOAS
408030488,INSTALAÇÃO DE TRAÇÃO CRANIANA
408030500,RESSECÇÃO DE 2 OU MAIS CORPOS VERTEBRAIS CERVICAIS
408030518,RESSECÇÃO DE 2 OU MAIS CORPOS VERTEBRAIS TORACO-LOMBO-SACROS
408030526,RESSEÇÃO DE COCCIX
408030534,RESSECÇÃO DE ELEMENTO VERTEBRAL POSTERIOR / POSTERO-LATERAL / DISTAL A C2 (MAIS DE 2 SEGMENTOS)
408030542,RESSECÇÃO DE ELEMENTO VERTEBRAL POSTERIOR / POSTERO-LATERAL DISTAIL A C2 (AT 2 SEGMENTOS)
408030550,RESSECÇÃO DE UM CORPO VERTEBRAL CERVICAL
408030569,RESSECÇÃO DE UM CORPO VERTEBRAL TORACO-LOMBO-SACRO
408030577,RETIRADA DE CORPO ESTRANHO DA COLUNA CERVICAL POR VIA ANTERIOR
408030585,RETIRADA DE CORPO ESTRANHO DA COLUNA CERVICAL POR VIA POSTERIOR
408030593,RETIRADA DE CORPO ESTRANHO DA COLUNA TORACO-LOMBO-SACRA POR VIA ANTERIOR
408030607,RETIRADA DE CORPO ESTRANHO DA COLUNA TORACO-LOMBO-SACRA POR VIA POSTERIOR
408030615,REVISÃO DE ARTRODESE / TRATAMENTO CIRÚRGICO DE PSEUDARTOSE DA COLUNA TORACO-LOMBO-SACRA ANTERIOR
408030623,REVISÃO DE ARTRODESE / TRATAMENTO CIRÚRGICO DE PSEUDARTROSE DA COLUNA CERVICAL POSTERIOR
408030631,REVISÃO DE ARTRODESE / TRATAMENTO CIRÚRGICO DE PSEUDARTROSE DA COLUNA TORACO-LOMBO-SACRA POSTERIOR
408030640,REVISÃO DE ARTRODESE TRATAMENTO CIRÚRGICO DE PSEUDOARTORSE DA COLUNA CERVICAL ANTERIOR
408030658,TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERO-POSTERIOR NOVE OU MAIS NÍVEIS
408030666,TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR OITO NÍVEIS
408030674,TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR QUATRO NÍVEIS
408030682,TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR CINCO NÍVEIS
408030690,TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR POSTERIOR ATÉ OITO NÍVEIS
408030704,VERTEBROPLASTIA POR DISPOSITIVO GUIADO EM UM NÍVEL
408030712,TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR SEIS NÍVEIS
408030720,TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR SETE NÍVEIS
408030739,TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR OITO NIVEIS
408030747,TRATAMENTO CIRÚRGICO DE FRATURA NIVEL C1 - C2 POR VIA ANTERIOR (OSTEOSSINTESE)
408030755,TRATAMENTO CIRÚRGICO DE TORCICOLO CONGENITO
408030763,TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR NOVE NÍVEIS
408030771,TRATAMENTO CIRÚRGICO DESCOMPRESSIVO AO NÍVEL DO DESFILADEIRO TORACICO
408030780,VERTEBROPLASTIA POR DISPOSITIVO GUIADO DOIS NÍVEIS
408030798,VERTEBROPLASTIA POR DISPOSITIVO GUIADO TRES NÍVEIS
408030801,TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DOZE NIVEIS OU MAIS
408030810,TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DEZ NIVEIS
408030828,TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR ONZE NÍVEIS
